id,จังหวัด,ชื่อแหล่งศิลปกรรม,ประเภทที่,ประเภทแหล่งศิลปกรรม,ภาค,อำเภอ,ตำบล,latitude,longtitude
149,เชียงราย,ดอยโตน,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เชียงแสน,ป่าสัก,20.3099,100.0245
150,เชียงราย,หนองปลาสะเด็ด,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เชียงแสน,ศรีดอนมูล,20.2729,100.0161
151,เชียงราย,เวียงแก้ว,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เชียงแสน,ศรีดอนมูล,20.3765,100.0254
152,เชียงราย,"ดอยฮ่องช้าง 1,2",ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เชียงแสน,โยนก,20.231,100.0426
153,เชียงราย,ดอยพ่อศรี,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เชียงแสน,โยนก,20.2321,100.0369
154,เชียงราย,บ้านแซว (บ้านกว้าน),ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เชียงแสน,บ้านแซว,20.2554,100.1842
155,เชียงราย,วัดหนองบัวสด,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,ป่าสัก,20.2756,100.0032
156,เชียงราย,วัดม่อนต้นตอง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,แม่เงิน,20.3073,100.2477
157,เชียงราย,วัดพระธาตุดอยจัน,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,โยนก,20.2505,100.064
158,เชียงราย,วัดกู่คำ (ร้าง),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.2737,100.0883
159,เชียงราย,วัดคว้าง (ร้าง) (วัดพระเจ้าทองทิพย์),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.2698,100.0887
160,เชียงราย,วัดจอมจัน (ร้าง),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.24,100.11
161,เชียงราย,วัดเจ็ดยอด,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองเชียงราย,เวียง,19.9036,99.831
162,เชียงราย,วัดแจ่งใต้ (ร้าง),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.26,100.09
163,เชียงราย,วัดแจ่งท่านาค (ร้าง),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.2852,100.0885
164,เชียงราย,วัดช้างค้ำ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.2699,100.081
165,เชียงราย,วัดเชียงน้อยต้นลาน (ร้าง),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.2821,100.0879
166,เชียงราย,วัดเชียงมั่น (ร้าง),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.2829,100.085
167,เชียงราย,วัดต้นยางใน (ร้าง),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.2798,100.08
168,เชียงราย,วัดบ้านร้อง (ร้าง),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.27,100.08
169,น่าน,วัดบุญยืน,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เวียงสา,กลางเวียง,18.5713,100.7522
170,เชียงราย,วัดปทุมใต้ (ร้าง),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.2698,100.0887
171,เชียงราย,วัดประสาทประตู (ร้าง),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.28,100.08
172,เชียงราย,วัดป่างัวเชียง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.2801,100.0885
173,เชียงราย,วัดแดงหลวง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.29,100.07
174,เชียงราย,วัดพระเจ้าทองน้อย (ร้าง),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงแสน,เวียง,20.2739,100.0839
